record_id,pref_code,pref_name,area_code,area_name,facility_name,municipality,linkage_match_status,linkage_match_method,current_longitude,current_latitude,reference_status,reference_kind,reference_id,reference_name,reference_address,reference_longitude,reference_latitude,reference_area_code,distance_m,audit_status
R7-0801-18,08,茨城県,0801,水戸,総合病院 水戸協同病院,水戸市,matched,normalized_exact,140.4710124525834,36.37305133903407,unique,病院,081108510050,総合病院水戸協同病院,茨城県水戸市宮町３丁目２－７,140.471516,36.372958,0801,46.3,agree
R7-0801-19,08,茨城県,0801,水戸,医療法人社団協栄会大久保病院,水戸市,matched,normalized_exact,140.42490712599619,36.3913481976335,unique,病院,081108510311,医療法人社団協栄会大久保病院,茨城県水戸市石川４－４０４０－３２,140.424654,36.391236,0801,25.9,agree
R7-0801-20,08,茨城県,0801,水戸,社会医療法人財団古宿会　水戸中央病院,水戸市,matched,normalized_exact,140.5085256891633,36.347838579219875,unique,病院,081108510526,社会医療法人財団古宿会水戸中央病院,茨城県水戸市六反田町１１３６－１,140.508794,36.347833,0801,24.0,agree
R7-0801-21,08,茨城県,0801,水戸,大洗海岸病院,大洗町,matched,normalized_exact,140.55923950181105,36.30205501863324,none,,,,,,,,,no_reference
R7-0801-22,08,茨城県,0801,水戸,医療法人清真会丹野病院,水戸市,matched,normalized_exact,140.49527318307014,36.359711861854514,unique,病院,081108510265,医療法人清真会丹野病院,茨城県水戸市酒門町４８８７,140.498333,36.356667,0801,435.6,minor_gap
R7-0801-23,08,茨城県,0801,水戸,愛正会記念 茨城福祉医療センター,水戸市,matched,normalized_exact,140.47453689021813,36.33884792221519,unique,病院,081108510568,愛正会記念茨城福祉医療センター,茨城県水戸市元吉田町１８７２－１,140.474390,36.338898,0801,14.3,agree
R7-0801-24,08,茨城県,0801,水戸,医療法人社団北水会北水会記念病院,水戸市,matched,normalized_exact,140.44737286675056,36.38695147953803,unique,病院,081108510539,医療法人社団北水会北水会記念病院,茨城県水戸市東原３－２－１,140.447422,36.386952,0801,4.4,agree
R7-0801-25,08,茨城県,0801,水戸,国家公務員共済組合連合会水府病院,水戸市,matched,normalized_exact,140.4128381440243,36.38180691773942,unique,病院,081108510496,国家公務員共済組合連合会水府病院,茨城県水戸市赤塚１丁目１番地,140.412747,36.381747,0801,10.5,agree
R7-0801-26,08,茨城県,0801,水戸,茨城県立こども病院,水戸市,matched,normalized_exact,140.393949857769,36.39898685163529,unique,病院,081108510412,茨城県立こども病院,茨城県水戸市双葉台３ー３ー１,140.394022,36.398985,0801,6.5,agree
R7-0801-27,08,茨城県,0801,水戸,医療法人社団聖嶺会立川記念病院,笠間市,matched,normalized_exact,140.30003140236153,36.34363174892313,unique,病院,081108520053,医療法人社団聖嶺会立川記念病院,茨城県笠間市八雲２ー１２ー１４,140.300579,36.344114,0801,72.7,agree
R7-0801-28,08,茨城県,0801,水戸,美野里病院,小美玉市,matched,normalized_exact,140.37601558315808,36.25247720690653,none,,,,,,,,,no_reference
R7-0801-29,08,茨城県,0801,水戸,東前病院,水戸市,matched,normalized_exact,140.531051862258,36.33859476896121,none,,,,,,,,,no_reference
R7-0801-30,08,茨城県,0801,水戸,城南病院,水戸市,matched,normalized_exact,140.48338123974065,36.36427090186053,unique,病院,081108510281,城南病院,茨城県水戸市城南３―１５―１７,140.483365,36.364254,0801,2.4,agree
R7-0801-31,08,茨城県,0801,水戸,医療法人社団白帆会小川南病院,小美玉市,matched,normalized_exact,140.35796306968555,36.16418355107663,unique,病院,081108560026,医療法人社団　白帆会　小川南病院,茨城県小美玉市小川７３３番地,140.357849,36.164195,0801,10.3,agree
R7-0801-32,08,茨城県,0801,水戸,医療法人桜丘会水戸ブレインハートセンター,水戸市,matched,normalized_exact,140.47985062283178,36.39452875737851,unique,病院,081108510542,医療法人桜丘会水戸ブレインハートセンター,茨城県水戸市青柳町４０２８,140.479895,36.394506,0801,4.7,agree
R7-0801-33,08,茨城県,0801,水戸,社会医療法人財団古宿会小美玉市医療センター,小美玉市,matched,normalized_suffix,140.36221291684993,36.18082832211999,none,,,,,,,,,no_reference
R7-0801-34,08,茨城県,0801,水戸,石岡循環器科脳神経外科病院,小美玉市,matched,normalized_exact,140.32945203951797,36.177875591691155,unique,病院,081108600221,石岡循環器科脳神経外科病院,茨城県小美玉市栗又四ケ１７６８－２９,140.332778,36.174444,0801,484.5,minor_gap
R7-0801-35,08,茨城県,0801,水戸,志村病院,水戸市,matched,normalized_exact,140.46569270000012,36.38092303769465,none,,,,,,,,,no_reference
R7-0801-36,08,茨城県,0801,水戸,住吉クリニック病院,水戸市,matched,normalized_exact,140.46671420327883,36.33359440196799,none,,,,,,,,,no_reference
R7-0801-37,08,茨城県,0801,水戸,医療法人社団青潤会青柳病院,水戸市,matched,normalized_exact,140.49010488399992,36.36545824789359,unique,病院,081108510177,医療法人社団青潤会青柳病院,茨城県水戸市柳町２丁目１０番１１号,140.490076,36.365459,0801,2.6,agree
R7-0801-38,08,茨城県,0801,水戸,茨城県立あすなろの郷病院,水戸市,matched,normalized_exact,140.34344278017815,36.38852688791525,none,,,,,,,,,no_reference
R7-0801-39,08,茨城県,0801,水戸,みと南ヶ丘病院,水戸市,matched,normalized_exact,140.46322083556845,36.338995084871705,none,,,,,,,,,no_reference
R7-0801-40,08,茨城県,0801,水戸,公益財団法人報恩会石崎病院,茨城町,matched,normalized_exact,140.478657095357,36.313107305862054,none,,,,,,,,,no_reference
R7-0801-41,08,茨城県,0801,水戸,医療法人小沢眼科内科病院,水戸市,matched,normalized_exact,140.46029969610208,36.331621978426284,unique,病院,081108510500,医療法人小沢眼科内科病院,茨城県水戸市吉沢町２４６－６,140.460205,36.331627,0801,8.5,agree
R7-0801-42,08,茨城県,0801,水戸,医療法人鳳香会石本病院,笠間市,unmatched,none,,,unique,病院,081108520011,医療法人鳳香会石本病院,茨城県笠間市石井２０４７,140.247873,36.385715,0801,,missing_with_reference
R7-0801-43,08,茨城県,0801,水戸,医療法人誠潤会水戸病院,水戸市,matched,normalized_exact,140.44169295437254,36.398049860702955,unique,病院,081108510555,誠潤会水戸病院,茨城県水戸市袴塚３－２７８７－９,140.441572,36.398177,0801,17.8,agree
R7-0801-44,08,茨城県,0801,水戸,大橋病院,水戸市,matched,normalized_exact,140.42696359021429,36.35757662535006,none,,,,,,,,,no_reference
R7-0801-45,08,茨城県,0801,水戸,岩崎病院,水戸市,matched,normalized_exact,140.4440760232712,36.33566867879813,unique,病院,081108510308,岩崎病院,茨城県水戸市笠原町１６６４－２,140.444028,36.335646,0801,5.0,agree
R7-0801-46,08,茨城県,0801,水戸,医療法人明保会江幡産婦人科・内科病院,水戸市,matched,normalized_exact,140.46456949418123,36.37604116422588,unique,病院,081108510092,医療法人明保会江幡産婦人科・内科病院,茨城県水戸市備前町４番１１号,140.464575,36.376027,0801,1.7,agree
R7-0801-47,08,茨城県,0801,水戸,石渡産婦人科病院,水戸市,matched,normalized_exact,140.44943660497742,36.38874731464472,none,,,,,,,,,no_reference
R7-0801-48,08,茨城県,0801,水戸,笠間市立病院,笠間市,matched,normalized_exact,140.3090255926159,36.354790411471406,unique,病院,081108510571,笠間市立病院,茨城県笠間市南友部１９６６－１,140.310727,36.356001,0801,203.3,minor_gap
R7-0801-49,08,茨城県,0801,水戸,長田医院,水戸市,matched,normalized_exact,140.36969662148704,36.384531048008704,unique,診療所,082208515245,長田医院,茨城県水戸市大足町９８０,140.369726,36.384605,0801,8.6,agree
R7-0801-50,08,茨城県,0801,水戸,医療法人社団光明会 山本整形外科,水戸市,matched,normalized_suffix,140.4512182424938,36.362730766359824,unique,診療所,082208512071,医療法人社団光明会山本整形外科,茨城県水戸市千波町４７８－３,140.451148,36.362572,0801,18.7,agree
R7-0801-51,08,茨城県,0801,水戸,山縣産婦人科,水戸市,matched,normalized_exact,140.45800668478196,36.36376109808153,unique,診療所,082208516428,医療法人社団　山縣産婦人科,茨城県水戸市千波町３７１－４,140.458143,36.363751,0801,12.3,agree
R7-0801-52,08,茨城県,0801,水戸,スイコウ南クリニック,水戸市,matched,normalized_suffix,140.44637711145853,36.38674313801355,none,,,,,,,,,no_reference
R7-0801-53,08,茨城県,0801,水戸,神里医院,笠間市,matched,normalized_exact,140.25456877995535,36.38568956741423,unique,診療所,082208520054,神里医院,茨城県笠間市笠間１２５６,140.257778,36.382500,0801,456.4,minor_gap
R7-0801-54,08,茨城県,0801,水戸,脳神経外科ブレインピア桜ヶ丘,茨城町,matched,normalized_exact,140.41644257713008,36.285330930486644,none,,,,,,,,,no_reference
R7-0801-55,08,茨城県,0801,水戸,医療法人恒仁会石塚地方医院,城里町,candidate_only,none,,,unique,病院,081108510382,医療法人恒仁会石塚地方医院,茨城県東茨城郡城里町石塚１３３７,140.377500,36.480833,0801,,missing_with_reference
R7-0801-56,08,茨城県,0801,水戸,植野産婦人科医院,水戸市,matched,normalized_exact,140.46317444746313,36.38218251525776,unique,診療所,082208510211,植野産婦人科医院,茨城県水戸市五軒町２－３－７,140.463226,36.382239,0801,7.8,agree
R7-0801-57,08,茨城県,0801,水戸,青木医院,水戸市,matched,normalized_exact,140.4941279021449,36.36514543539602,unique,診療所,082208510022,青木医院,茨城県水戸市本町３－４－７,140.494176,36.365104,0801,6.3,agree
R7-0801-58,08,茨城県,0801,水戸,医療法人社団正和会 小松崎産婦人科,水戸市,matched,normalized_suffix,140.4883291903966,36.36355344816752,unique,診療所,082208621368,医療法人社団　正和会　小松崎産婦人科,茨城県水戸市本町１ー６ー２０,140.488280,36.363557,0801,4.4,agree
R7-0801-59,08,茨城県,0801,水戸,大場内科クリニック,水戸市,matched,normalized_exact,140.49329331994707,36.35313941892557,unique,診療所,082208514411,大場内科クリニック,茨城県水戸市酒門町２７５―３,140.493069,36.353057,0801,22.1,agree
R7-0801-60,08,茨城県,0801,水戸,鈴木産婦人科医院,水戸市,matched,normalized_exact,140.49337893950116,36.36787924805424,unique,診療所,082208511087,鈴木産婦人科医院,茨城県水戸市東台１－１０－１９,140.493558,36.367961,0801,18.4,agree
R7-0801-61,08,茨城県,0801,水戸,鈴木眼科医院,水戸市,matched,normalized_exact,140.47710688540187,36.36507999304455,unique,診療所,082208513049,鈴木眼科医院,茨城県水戸市城南２－４－１１,140.477062,36.364923,0801,17.9,agree
R7-0801-62,08,茨城県,0801,水戸,医療法人誠順会クリニック健康の杜,水戸市,matched,normalized_suffix,140.46914489060666,36.361041848662246,unique,診療所,082208514613,医療法人誠順会クリニック健康の杜,茨城県水戸市千波町１２５０,140.469156,36.361012,0801,3.5,agree
R7-0801-63,08,茨城県,0801,水戸,岩間産婦人科,水戸市,matched,normalized_exact,140.45468491097108,36.390376629406994,unique,診療所,082208510208,岩間産婦人科,茨城県水戸市末広町２－３－３８,140.454785,36.390336,0801,10.0,agree
R7-0802-14,08,茨城県,0802,日立,株式会社日立製作所日立総合病院,日立市,matched,normalized_exact,140.64467789611902,36.59033205276013,unique,病院,081108550094,株式会社日立製作所日立総合病院,茨城県日立市城南町２丁目１－１,140.644868,36.590381,0802,17.8,agree
R7-0802-15,08,茨城県,0802,日立,ひたち医療センター,日立市,matched,normalized_exact,140.63661715784238,36.56622319634976,none,,,,,,,,,no_reference
R7-0802-16,08,茨城県,0802,日立,県北医療センター高萩協同病院,高萩市,matched,normalized_exact,140.68424576964142,36.73275623264448,unique,病院,081108550300,県北医療センター高萩協同病院,茨城県高萩市上手綱上ヶ穂町１００６－９,140.684525,36.732654,0802,27.4,agree
R7-0802-17,08,茨城県,0802,日立,田尻ヶ丘病院,日立市,matched,normalized_exact,140.67205912315882,36.627162442702804,none,,,,,,,,,no_reference
R7-0802-18,08,茨城県,0802,日立,北茨城市民病院,北茨城市,matched,normalized_exact,140.77117710619436,36.84340823623766,unique,病院,081108550339,北茨城市民病院,茨城県北茨城市関南町関本下１０５０,140.771379,36.843301,0802,21.6,agree
R7-0802-19,08,茨城県,0802,日立,やすらぎの丘温泉病院,高萩市,matched,normalized_exact,140.6916468517692,36.72888170246493,none,,,,,,,,,no_reference
R7-0802-20,08,茨城県,0802,日立,回春荘病院,日立市,matched,normalized_exact,140.60926894436042,36.511008899485816,unique,病院,081108550010,回春荘病院,茨城県日立市大みか町６－１７－１,140.609195,36.511339,0802,37.3,agree
R7-0802-21,08,茨城県,0802,日立,医療法人芳医会瀧病院,北茨城市,matched,normalized_exact,140.74004327819807,36.79072160959523,unique,病院,081108680065,医療法人芳医会瀧病院,茨城県北茨城市磯原町磯原２丁目３０５番地,140.740040,36.790739,0802,2.0,agree
R7-0802-22,08,茨城県,0802,日立,医療法人聖麗会 聖麗メモリアル病院,日立市,matched,normalized_exact,140.59490302004338,36.50279311522045,unique,病院,081108550313,医療法人聖麗会聖麗メモリアル病院,茨城県日立市茂宮町８４１,140.594855,36.502740,0802,7.3,agree
R7-0802-23,08,茨城県,0802,日立,医療法人群羊会久慈茅根病院,日立市,matched,normalized_exact,140.61032900341945,36.493777381031265,unique,病院,081108550225,医療法人群羊会久慈茅根病院,茨城県日立市久慈町４－１６－１０,140.609942,36.494339,0802,71.4,agree
R7-0802-24,08,茨城県,0802,日立,水方苑,高萩市,matched,normalized_exact,140.69112713270184,36.72860535883002,none,,,,,,,,,no_reference
R7-0802-25,08,茨城県,0802,日立,廣橋病院,北茨城市,matched,normalized_exact,140.7620639435651,36.853178738234554,unique,病院,081108680078,廣橋病院,茨城県北茨城市関本町福田１８７１,140.762165,36.853146,0802,9.7,agree
R7-0802-26,08,茨城県,0802,日立,医療法人社団日鉱記念病院,日立市,matched,normalized_exact,140.6536939785921,36.599264862123825,unique,病院,081108550661,医療法人社団日鉱記念病院,茨城県日立市宮田町１－４－１,140.649590,36.601166,0802,423.0,minor_gap
R7-0802-27,08,茨城県,0802,日立,医療法人ここの実会嶋崎病院,日立市,matched,normalized_exact,140.6422863369432,36.583040381780776,unique,病院,081108550326,医療法人ここの実会嶋崎病院,茨城県日立市会瀬町３－２３－１,140.641957,36.582821,0802,38.2,agree
R7-0802-28,08,茨城県,0802,日立,医療法人惇慈会日立港病院,日立市,matched,normalized_suffix,140.61612412382058,36.495509152958505,unique,病院,081108550049,医療法人惇慈会日立港病院,茨城県日立市みなと町１１番１０号,140.619400,36.495371,0802,293.2,minor_gap
R7-0802-29,08,茨城県,0802,日立,医療法人一誠会川﨑病院,日立市,unmatched,none,,,unique,病院,081108550342,医療法人一誠会川﨑病院,茨城県日立市大和田町１８６２－２,140.580335,36.505368,0802,,missing_with_reference
R7-0802-30,08,茨城県,0802,日立,十王ひがし野クリニック,日立市,matched,normalized_exact,140.70636455763466,36.6807941949364,none,,,,,,,,,no_reference
R7-0802-31,08,茨城県,0802,日立,川島クリニック,日立市,matched,normalized_exact,140.62785789739036,36.55661895770259,unique,診療所,082208552682,川島クリニック,茨城県日立市桜川町１丁目１番１号,140.631111,36.553333,0802,466.8,minor_gap
R7-0802-32,08,茨城県,0802,日立,かもめ・日立クリニック,日立市,matched,normalized_exact,140.6681667399956,36.60728614172332,none,,,,,,,,,no_reference
R7-0802-33,08,茨城県,0802,日立,医療法人瀬尾医院,日立市,matched,normalized_exact,140.6316514882429,36.55088225534382,none,,,,,,,,,no_reference
R7-0802-34,08,茨城県,0802,日立,永山眼科医院,高萩市,unmatched,none,,,unique,診療所,082208680141,永山眼科医院,茨城県高萩市大和町１－７,140.718611,36.710000,0802,,missing_with_reference
R7-0802-35,08,茨城県,0802,日立,永井ひたちの森病院,,candidate_only,none,,,none,,,,,,,,,missing_without_reference
R7-0803-14,08,茨城県,0803,常陸太田・ひたちなか,独立行政法人国立病院機構 茨城東病院,東海村,matched,normalized_exact,140.59535782034396,36.43763439651395,unique,病院,081108660160,独立行政法人国立病院機構茨城東病院,茨城県那珂郡東海村照沼８２５,140.595202,36.437640,0803,14.0,agree
R7-0803-15,08,茨城県,0803,常陸太田・ひたちなか,株式会社日立製作所ひたちなか総合病院,ひたちなか市,matched,normalized_exact,140.5293669414192,36.392067347929,unique,病院,081108660030,株式会社日立製作所ひたちなか総合病院,茨城県ひたちなか市石川町２０番１,140.529491,36.392837,0803,86.3,agree
R7-0803-16,08,茨城県,0803,常陸太田・ひたちなか,西山堂慶和病院,那珂市,matched,normalized_exact,140.48621031561674,36.45815031587086,unique,病院,081108530069,西山堂慶和病院,茨城県那珂市鴻巣３２４７－１,140.485992,36.458899,0803,85.5,agree
R7-0803-17,08,茨城県,0803,常陸太田・ひたちなか,志村大宮病院,常陸大宮市,matched,normalized_exact,140.4136074840431,36.549227911744964,none,,,,,,,,,no_reference
R7-0803-18,08,茨城県,0803,常陸太田・ひたちなか,常陸大宮済生会病院,常陸大宮市,matched,normalized_exact,140.4008782579073,36.56005086713808,none,,,,,,,,,no_reference
R7-0803-19,08,茨城県,0803,常陸太田・ひたちなか,藤井病院,常陸太田市,matched,normalized_exact,140.52989460920773,36.53729432283801,none,,,,,,,,,no_reference
R7-0803-20,08,茨城県,0803,常陸太田・ひたちなか,大山病院,常陸太田市,matched,normalized_exact,140.53191260748036,36.537535433018945,unique,病院,081108530098,大山病院,茨城県常陸太田市金井町４８１０,140.531916,36.537466,0803,7.7,agree
R7-0803-21,08,茨城県,0803,常陸太田・ひたちなか,小豆畑病院,那珂市,matched,normalized_exact,140.4971409257719,36.46092128084572,none,,,,,,,,,no_reference
R7-0803-22,08,茨城県,0803,常陸太田・ひたちなか,医療法人社団愛友会勝田病院,ひたちなか市,matched,normalized_exact,140.54496200226083,36.38484107765777,none,,,,,,,,,no_reference
R7-0803-23,08,茨城県,0803,常陸太田・ひたちなか,村立東海病院,東海村,matched,normalized_exact,140.57451234014542,36.45857589777742,unique,病院,081108660186,村立東海病院,茨城県那珂郡東海村村松２０８１－２,140.577500,36.455556,0803,429.1,minor_gap
R7-0803-24,08,茨城県,0803,常陸太田・ひたちなか,西山堂病院,常陸太田市,matched,normalized_exact,140.52456783802407,36.53193387746212,none,,,,,,,,,no_reference
R7-0803-25,08,茨城県,0803,常陸太田・ひたちなか,アイビークリニック,ひたちなか市,matched,normalized_exact,140.5412671727498,36.39510723896376,none,,,,,,,,,no_reference
R7-0803-26,08,茨城県,0803,常陸太田・ひたちなか,久保田病院,大子町,matched,normalized_exact,140.35583272803476,36.77001071287625,municipality_mismatch,,,,,,,,,no_reference
R7-0803-27,08,茨城県,0803,常陸太田・ひたちなか,慈泉堂病院,大子町,matched,normalized_exact,140.3541912597374,36.769570982265854,unique,病院,081108670062,慈泉堂病院,茨城県久慈郡大子町大子８５６－１,140.354003,36.769558,0803,16.8,agree
R7-0803-28,08,茨城県,0803,常陸太田・ひたちなか,加瀬病院,ひたちなか市,matched,normalized_exact,140.50624127430822,36.40084646633678,unique,病院,081108660085,医療法人加瀬病院,茨城県ひたちなか市市毛８３５,140.506428,36.401006,0803,24.4,agree
R7-0803-29,08,茨城県,0803,常陸太田・ひたちなか,ひたちなか母と子の病院,ひたちなか市,matched,normalized_exact,140.53488131537887,36.3868832886984,unique,病院,081108700017,ひたちなか母と子の病院,茨城県ひたちなか市青葉町１９－７,140.534833,36.386861,0803,5.0,agree
R7-0803-30,08,茨城県,0803,常陸太田・ひたちなか,脳神経外科 ブレインピア南太田,常陸太田市,matched,normalized_exact,140.52495589006847,36.51553018716991,unique,診療所,082208530842,脳神経外科ブレインピア南太田,茨城県常陸太田市谷河原町１１８３－１,140.525000,36.518056,0803,280.9,minor_gap
R7-0803-31,08,茨城県,0803,常陸太田・ひたちなか,根本医院,常陸太田市,matched,normalized_exact,140.47678163650795,36.54091767281285,unique,診療所,082208530871,根本医院,茨城県常陸太田市久米町２００,140.480000,36.537778,0803,452.3,minor_gap
R7-0803-32,08,茨城県,0803,常陸太田・ひたちなか,医療法人社団克仁会 恵愛小林クリニック,ひたちなか市,matched,normalized_suffix,140.5851986600806,36.348328463972585,none,,,,,,,,,no_reference
R7-0803-33,08,茨城県,0803,常陸太田・ひたちなか,医療法人薫光会 小松整形外科医院,ひたちなか市,matched,normalized_suffix,140.4938085557297,36.40448186918181,unique,診療所,082208700207,医療法人薫光会小松整形外科医院,茨城県ひたちなか市津田３２４５－１,140.496944,36.401667,0803,420.4,minor_gap
R7-0803-34,08,茨城県,0803,常陸太田・ひたちなか,医療法人秀仁会さくら水戸クリニック,ひたちなか市,matched,normalized_suffix,140.53205706558097,36.39960380554751,none,,,,,,,,,no_reference
R7-0803-35,08,茨城県,0803,常陸太田・ひたちなか,那珂クリニック,那珂市,matched,normalized_exact,140.48371022013097,36.4115408787658,unique,診療所,082208530682,那珂クリニック,茨城県那珂市中台７１９－１,140.483689,36.411575,0803,4.2,agree
R7-0803-36,08,茨城県,0803,常陸太田・ひたちなか,那珂記念クリニック,那珂市,matched,normalized_exact,140.48432112423154,36.41104716591971,none,,,,,,,,,no_reference
R7-0803-37,08,茨城県,0803,常陸太田・ひたちなか,尾形クリニック,東海村,matched,normalized_suffix,140.58505660571282,36.4619086356614,unique,診療所,082208700021,尾形クリニック,茨城県那珂郡東海村村松３７５,140.588056,36.458889,0803,429.8,minor_gap
R7-0803-38,08,茨城県,0803,常陸太田・ひたちなか,吉成医院,大子町,matched,normalized_exact,140.35508545645635,36.76913498792249,none,,,,,,,,,no_reference
R7-0803-39,08,茨城県,0803,常陸太田・ひたちなか,保内郷メディカルクリニック,大子町,matched,normalized_exact,140.35476498834723,36.770187588466804,none,,,,,,,,,no_reference
R7-0803-40,08,茨城県,0803,常陸太田・ひたちなか,みんなの内科外科クリニック,ひたちなか市,unmatched,none,,,none,,,,,,,,,missing_without_reference
R7-0803-41,08,茨城県,0803,常陸太田・ひたちなか,はやかわクリニック,ひたちなか市,matched,normalized_exact,140.5091294011935,36.41302404015069,none,,,,,,,,,no_reference
R7-0803-42,08,茨城県,0803,常陸太田・ひたちなか,小野瀬医院,那珂市,matched,normalized_exact,140.4750647284636,36.428796390600255,unique,診療所,082208530536,小野瀬医院,茨城県那珂市後台１８２９－５,140.478333,36.425556,0803,464.0,minor_gap
R7-0803-43,08,茨城県,0803,常陸太田・ひたちなか,医療法人 大森医院,常陸太田市,matched,normalized_exact,140.4793365128812,36.7856675290257,unique,診療所,082208540278,大森医院,茨城県常陸太田市徳田町４７４,140.482500,36.782500,0803,451.0,minor_gap
R7-0803-44,08,茨城県,0803,常陸太田・ひたちなか,医療法人 龍の子会 根本眼科,常陸太田市,unmatched,none,,,unique,診療所,082208540210,医療法人　龍の子会　根本眼科,茨城県常陸太田市金井町３６９４－５,140.534167,36.532500,0803,,missing_with_reference
R7-0803-45,08,茨城県,0803,常陸太田・ひたちなか,医療法人社団雄々会 中村眼科医院,ひたちなか市,matched,normalized_suffix,140.5272245864061,36.3942442514546,unique,診療所,082208660334,医療法人社団雄々会中村眼科医院,茨城県ひたちなか市勝田中央７－１９,140.530278,36.390833,0803,467.5,minor_gap
R7-0803-46,08,茨城県,0803,常陸太田・ひたちなか,高村外科医院,常陸大宮市,matched,normalized_exact,140.40190951992932,36.61945399588796,none,,,,,,,,,no_reference
R7-0803-47,08,茨城県,0803,常陸太田・ひたちなか,くぼたクリニック,常陸太田市,matched,normalized_exact,140.52734974451485,36.53715989493794,unique,診療所,082208540324,くぼたクリニック,茨城県常陸太田市金井町３５６６,140.527205,36.537068,0803,16.5,agree
R7-0803-48,08,茨城県,0803,常陸太田・ひたちなか,小林医院,常陸太田市,matched,normalized_exact,140.48607690410506,36.612516916499736,unique,診療所,082208540294,小林医院,茨城県常陸太田市町田町２０９３,140.489167,36.609167,0803,463.5,minor_gap
R7-0803-49,08,茨城県,0803,常陸太田・ひたちなか,尚仁会クリニック,ひたちなか市,matched,normalized_exact,140.51607762564828,36.391764577412296,unique,診療所,082208700614,尚仁会クリニック,茨城県ひたちなか市堀口６１６－１,140.519444,36.388611,0803,462.3,minor_gap
R7-0803-50,08,茨城県,0803,常陸太田・ひたちなか,原レディスクリニック,ひたちなか市,matched,normalized_exact,140.54542122423862,36.396428127376915,unique,診療所,082208661142,原レディスクリニック,茨城県ひたちなか市笹野町２−１１−１０,140.548611,36.393056,0803,471.3,minor_gap
R7-0803-51,08,茨城県,0803,常陸太田・ひたちなか,岩上記念病院,,candidate_only,none,,,unique_municipality_unverified,病院,081108530072,岩上記念病院,茨城県那珂市古徳５３８－２,140.438889,36.492222,0803,,missing_with_reference
R7-0803-52,08,茨城県,0803,常陸太田・ひたちなか,医療法人メディカルGP メディカルGPクリニック横堀,,candidate_only,none,,,none,,,,,,,,,missing_without_reference
R7-0804-14,08,茨城県,0804,鹿行,社会福祉法人白十字会 白十字総合病院,神栖市,matched,normalized_exact,140.62324397463627,35.89961375936176,unique,病院,081108570061,社会福祉法人　白十字会　白十字総合病院,茨城県神栖市賀２１４８,140.623229,35.900065,0804,50.2,agree
R7-0804-15,08,茨城県,0804,鹿行,医療法人社団善仁会 小山記念病院,鹿嶋市,matched,normalized_exact,140.62640101857042,35.97376209765422,unique,病院,081108570175,医療法人社団善仁会　小山記念病院,茨城県鹿嶋市厨五丁目１番地２,140.632222,35.971944,0804,561.5,minor_gap
R7-0804-16,08,茨城県,0804,鹿行,土浦協同病院なめがた地域医療センター,行方市,matched,normalized_exact,140.45936940149537,36.06979752187128,unique,病院,081108560071,土浦協同病院なめがた地域医療センタ－,茨城県行方市井上藤井９８－８,140.462222,36.066111,0804,483.5,minor_gap
R7-0804-17,08,茨城県,0804,鹿行,神栖済生会病院,神栖市,matched,normalized_exact,140.70912376722706,35.872595267971256,unique,病院,081108570188,神栖済生会病院,茨城県神栖市知手中央７－２－４５,140.712500,35.869167,0804,487.7,minor_gap
R7-0804-18,08,茨城県,0804,鹿行,医療法人晴生会 鹿島神宮前病院,鹿嶋市,matched,normalized_exact,140.6378978892249,35.96441406458968,unique,病院,081108570032,医療法人晴生会鹿島神宮前病院,茨城県鹿嶋市宮中１９９５－２４,140.640556,35.961111,0804,438.3,minor_gap
R7-0804-19,08,茨城県,0804,鹿行,清仁会病院,神栖市,matched,normalized_exact,140.77953185417886,35.810446481502304,none,,,,,,,,,no_reference
R7-0804-20,08,茨城県,0804,鹿行,医療法人社団土合会 渡辺病院,神栖市,matched,normalized_exact,140.77782551608897,35.79254965523109,unique,病院,081108570090,医療法人社団土合会渡辺病院,茨城県神栖市土合本町２－９８０９－２０,140.780833,35.789167,0804,463.7,minor_gap
R7-0804-21,08,茨城県,0804,鹿行,公益財団法人 鹿島病院,鹿嶋市,matched,normalized_exact,140.66176636483888,35.96431464673327,unique,病院,081108570016,公益財団法人鹿島病院,茨城県鹿嶋市平井１１２９－２,140.661745,35.964202,0804,12.7,agree
R7-0804-22,08,茨城県,0804,鹿行,医療法人東湖会 鉾田病院,鉾田市,matched,normalized_exact,140.5270009144638,36.16635436958864,unique,病院,081108560068,医療法人東湖会鉾田病院,茨城県鉾田市安房１６５０－２,140.526976,36.166456,0804,11.5,agree
R7-0804-23,08,茨城県,0804,鹿行,医療法人三尚会 高須病院,鉾田市,matched,normalized_exact,140.50978585435467,36.15294750186028,unique,病院,081108560042,医療法人三尚会高須病院,茨城県鉾田市鉾田２５７０,140.512778,36.149722,0804,448.1,minor_gap
R7-0804-24,08,茨城県,0804,鹿行,前田病院,鹿嶋市,matched,normalized_exact,140.63683115235025,35.96556832179898,none,,,,,,,,,no_reference
R7-0804-25,08,茨城県,0804,鹿行,鹿嶋ハートクリニック,神栖市,matched,normalized_exact,140.63896300946064,35.91218015502056,none,,,,,,,,,no_reference
R7-0804-26,08,茨城県,0804,鹿行,大野診療所,鹿嶋市,matched,normalized_exact,140.6117250718777,36.040079853131566,none,,,,,,,,,no_reference
