published_fy,pref_code,pref_name,area_code,area_name,demand_category,year,year_label,receipts_per_month
R7,20,長野県,2004,上伊那,外来,2024,2024年度,110010.25
R7,20,長野県,2004,上伊那,外来,2030,2030年度（現状投影）,106120.11792164388
R7,20,長野県,2004,上伊那,外来,2035,2035年度（現状投影）,103316.36983317103
R7,20,長野県,2004,上伊那,外来,2040,2040年度（現状投影）,99973.95290846108
R7,20,長野県,2004,上伊那,外来,2045,2045年度（現状投影）,96546.7447952753
R7,20,長野県,2004,上伊那,外来,2050,2050年度（現状投影）,93086.53773421916
R7,20,長野県,2005,飯伊,在宅（訪問診療）,2024,2024年度,1197.1666666666665
R7,20,長野県,2005,飯伊,在宅（訪問診療）,2030,2030年度（現状投影）,1263.2124832856766
R7,20,長野県,2005,飯伊,在宅（訪問診療）,2035,2035年度（現状投影）,1315.7234872894626
R7,20,長野県,2005,飯伊,在宅（訪問診療）,2040,2040年度（現状投影）,1375.692591813947
R7,20,長野県,2005,飯伊,在宅（訪問診療）,2045,2045年度（現状投影）,1406.489970816796
R7,20,長野県,2005,飯伊,在宅（訪問診療）,2050,2050年度（現状投影）,1363.7923038829194
R7,20,長野県,2005,飯伊,外来,2024,2024年度,100756.0833333333
R7,20,長野県,2005,飯伊,外来,2030,2030年度（現状投影）,96043.15084796488
R7,20,長野県,2005,飯伊,外来,2035,2035年度（現状投影）,92262.29195044098
R7,20,長野県,2005,飯伊,外来,2040,2040年度（現状投影）,88127.17179266924
R7,20,長野県,2005,飯伊,外来,2045,2045年度（現状投影）,83916.29498119192
R7,20,長野県,2005,飯伊,外来,2050,2050年度（現状投影）,79665.96816426111
R7,20,長野県,2006,木曽,在宅（訪問診療）,2024,2024年度,47.58333333333333
R7,20,長野県,2006,木曽,在宅（訪問診療）,2030,2030年度（現状投影）,42.99584390359477
R7,20,長野県,2006,木曽,在宅（訪問診療）,2035,2035年度（現状投影）,45.83488474005307
R7,20,長野県,2006,木曽,在宅（訪問診療）,2040,2040年度（現状投影）,48.24772581214069
R7,20,長野県,2006,木曽,在宅（訪問診療）,2045,2045年度（現状投影）,48.90999948749996
R7,20,長野県,2006,木曽,在宅（訪問診療）,2050,2050年度（現状投影）,45.097955871594074
R7,20,長野県,2006,木曽,外来,2024,2024年度,9401.249999999998
R7,20,長野県,2006,木曽,外来,2030,2030年度（現状投影）,8253.638615735063
R7,20,長野県,2006,木曽,外来,2035,2035年度（現状投影）,7661.631453902755
R7,20,長野県,2006,木曽,外来,2040,2040年度（現状投影）,7007.065319286153
R7,20,長野県,2006,木曽,外来,2045,2045年度（現状投影）,6317.283561440346
R7,20,長野県,2006,木曽,外来,2050,2050年度（現状投影）,5649.471209143567
R7,20,長野県,2007,松本,在宅（訪問診療）,2024,2024年度,3870.833333333333
R7,20,長野県,2007,松本,在宅（訪問診療）,2030,2030年度（現状投影）,4453.587609035082
R7,20,長野県,2007,松本,在宅（訪問診療）,2035,2035年度（現状投影）,4889.656351473489
R7,20,長野県,2007,松本,在宅（訪問診療）,2040,2040年度（現状投影）,5267.906960898139
R7,20,長野県,2007,松本,在宅（訪問診療）,2045,2045年度（現状投影）,5429.744417342632
R7,20,長野県,2007,松本,在宅（訪問診療）,2050,2050年度（現状投影）,5417.655269168048
R7,20,長野県,2007,松本,外来,2024,2024年度,298301.83333333326
R7,20,長野県,2007,松本,外来,2030,2030年度（現状投影）,295328.945428574
R7,20,長野県,2007,松本,外来,2035,2035年度（現状投影）,291392.886552748
R7,20,長野県,2007,松本,外来,2040,2040年度（現状投影）,286440.66551873065
R7,20,長野県,2007,松本,外来,2045,2045年度（現状投影）,281433.2456899448
R7,20,長野県,2007,松本,外来,2050,2050年度（現状投影）,275877.16209325404
R7,20,長野県,2008,大北,在宅（訪問診療）,2024,2024年度,442.25000000000006
R7,20,長野県,2008,大北,在宅（訪問診療）,2030,2030年度（現状投影）,461.27505505238486
R7,20,長野県,2008,大北,在宅（訪問診療）,2035,2035年度（現状投影）,490.5387010209015
R7,20,長野県,2008,大北,在宅（訪問診療）,2040,2040年度（現状投影）,508.9815708444009
R7,20,長野県,2008,大北,在宅（訪問診療）,2045,2045年度（現状投影）,509.7606169922231
R7,20,長野県,2008,大北,在宅（訪問診療）,2050,2050年度（現状投影）,482.3781901540775
R7,20,長野県,2008,大北,外来,2024,2024年度,32525.166666666664
R7,20,長野県,2008,大北,外来,2030,2030年度（現状投影）,29762.141850281085
R7,20,長野県,2008,大北,外来,2035,2035年度（現状投影）,28252.300177429144
R7,20,長野県,2008,大北,外来,2040,2040年度（現状投影）,26536.098726515444
R7,20,長野県,2008,大北,外来,2045,2045年度（現状投影）,24775.900127766934
R7,20,長野県,2008,大北,外来,2050,2050年度（現状投影）,23093.301286245995
R7,20,長野県,2009,長野,在宅（訪問診療）,2024,2024年度,4222.083333333333
R7,20,長野県,2009,長野,在宅（訪問診療）,2030,2030年度（現状投影）,4803.570621130495
R7,20,長野県,2009,長野,在宅（訪問診療）,2035,2035年度（現状投影）,5282.262237482009
R7,20,長野県,2009,長野,在宅（訪問診療）,2040,2040年度（現状投影）,5708.058143895627
R7,20,長野県,2009,長野,在宅（訪問診療）,2045,2045年度（現状投影）,5876.247813001875
R7,20,長野県,2009,長野,在宅（訪問診療）,2050,2050年度（現状投影）,5798.125336998314
R7,20,長野県,2009,長野,外来,2024,2024年度,364437.75
R7,20,長野県,2009,長野,外来,2030,2030年度（現状投影）,357860.34324241336
R7,20,長野県,2009,長野,外来,2035,2035年度（現状投影）,349276.688479253
R7,20,長野県,2009,長野,外来,2040,2040年度（現状投影）,338363.4887160229
R7,20,長野県,2009,長野,外来,2045,2045年度（現状投影）,326943.3430075766
R7,20,長野県,2009,長野,外来,2050,2050年度（現状投影）,315237.4697476947
R7,20,長野県,2010,北信,在宅（訪問診療）,2024,2024年度,216.08333333333331
R7,20,長野県,2010,北信,在宅（訪問診療）,2030,2030年度（現状投影）,220.68297340738724
R7,20,長野県,2010,北信,在宅（訪問診療）,2035,2035年度（現状投影）,231.39682371538606
R7,20,長野県,2010,北信,在宅（訪問診療）,2040,2040年度（現状投影）,244.57885150155903
R7,20,長野県,2010,北信,在宅（訪問診療）,2045,2045年度（現状投影）,248.88957381846419
R7,20,長野県,2010,北信,在宅（訪問診療）,2050,2050年度（現状投影）,238.01522099220625
R7,20,長野県,2010,北信,外来,2024,2024年度,53891.166666666664
R7,20,長野県,2010,北信,外来,2030,2030年度（現状投影）,49746.46200358928
R7,20,長野県,2010,北信,外来,2035,2035年度（現状投影）,47165.32141637646
R7,20,長野県,2010,北信,外来,2040,2040年度（現状投影）,44111.2519982748
R7,20,長野県,2010,北信,外来,2045,2045年度（現状投影）,40860.220553701525
R7,20,長野県,2010,北信,外来,2050,2050年度（現状投影）,37674.93455091443
R7,21,岐阜県,2101,岐阜,在宅（訪問診療）,2024,2024年度,10536.833333333332
R7,21,岐阜県,2101,岐阜,在宅（訪問診療）,2030,2030年度（現状投影）,12302.702049005944
R7,21,岐阜県,2101,岐阜,在宅（訪問診療）,2035,2035年度（現状投影）,13492.54178168026
R7,21,岐阜県,2101,岐阜,在宅（訪問診療）,2040,2040年度（現状投影）,14219.87511400383
R7,21,岐阜県,2101,岐阜,在宅（訪問診療）,2045,2045年度（現状投影）,14324.277409172582
R7,21,岐阜県,2101,岐阜,在宅（訪問診療）,2050,2050年度（現状投影）,14253.714651170316
R7,21,岐阜県,2101,岐阜,外来,2024,2024年度,632983.25
R7,21,岐阜県,2101,岐阜,外来,2030,2030年度（現状投影）,618109.2733573585
R7,21,岐阜県,2101,岐阜,外来,2035,2035年度（現状投影）,604029.9583434472
R7,21,岐阜県,2101,岐阜,外来,2040,2040年度（現状投影）,587807.3673262534
R7,21,岐阜県,2101,岐阜,外来,2045,2045年度（現状投影）,571690.976547363
R7,21,岐阜県,2101,岐阜,外来,2050,2050年度（現状投影）,555514.0297511887
R7,21,岐阜県,2102,西濃,在宅（訪問診療）,2024,2024年度,3452.583333333334
R7,21,岐阜県,2102,西濃,在宅（訪問診療）,2030,2030年度（現状投影）,4051.786598871354
R7,21,岐阜県,2102,西濃,在宅（訪問診療）,2035,2035年度（現状投影）,4489.969677841277
R7,21,岐阜県,2102,西濃,在宅（訪問診療）,2040,2040年度（現状投影）,4799.606262093184
R7,21,岐阜県,2102,西濃,在宅（訪問診療）,2045,2045年度（現状投影）,4888.454182260828
R7,21,岐阜県,2102,西濃,在宅（訪問診療）,2050,2050年度（現状投影）,4757.502153756368
R7,21,岐阜県,2102,西濃,外来,2024,2024年度,235875.58333333334
R7,21,岐阜県,2102,西濃,外来,2030,2030年度（現状投影）,225465.8011249466
R7,21,岐阜県,2102,西濃,外来,2035,2035年度（現状投影）,216551.42491821008
R7,21,岐阜県,2102,西濃,外来,2040,2040年度（現状投影）,206482.52845496798
R7,21,岐阜県,2102,西濃,外来,2045,2045年度（現状投影）,196240.08616981836
R7,21,岐阜県,2102,西濃,外来,2050,2050年度（現状投影）,186161.4432432096
R7,21,岐阜県,2103,中濃,在宅（訪問診療）,2024,2024年度,2783.7499999999995
R7,21,岐阜県,2103,中濃,在宅（訪問診療）,2030,2030年度（現状投影）,3149.0524421521973
R7,21,岐阜県,2103,中濃,在宅（訪問診療）,2035,2035年度（現状投影）,3495.3143474321996
R7,21,岐阜県,2103,中濃,在宅（訪問診療）,2040,2040年度（現状投影）,3805.9920315034456
R7,21,岐阜県,2103,中濃,在宅（訪問診療）,2045,2045年度（現状投影）,3893.118185704781
R7,21,岐阜県,2103,中濃,在宅（訪問診療）,2050,2050年度（現状投影）,3795.5714564713544
R7,21,岐阜県,2103,中濃,外来,2024,2024年度,220954.91666666663
R7,21,岐阜県,2103,中濃,外来,2030,2030年度（現状投影）,212385.63701970532
R7,21,岐阜県,2103,中濃,外来,2035,2035年度（現状投影）,205740.06346908226
R7,21,岐阜県,2103,中濃,外来,2040,2040年度（現状投影）,197487.42428389282
R7,21,岐阜県,2103,中濃,外来,2045,2045年度（現状投影）,188654.56881121563
R7,21,岐阜県,2103,中濃,外来,2050,2050年度（現状投影）,180211.92421472294
R7,21,岐阜県,2104,東濃,在宅（訪問診療）,2024,2024年度,3421.1666666666665
R7,21,岐阜県,2104,東濃,在宅（訪問診療）,2030,2030年度（現状投影）,3886.065901466838
R7,21,岐阜県,2104,東濃,在宅（訪問診療）,2035,2035年度（現状投影）,4192.055544866875
R7,21,岐阜県,2104,東濃,在宅（訪問診療）,2040,2040年度（現状投影）,4439.960824591747
R7,21,岐阜県,2104,東濃,在宅（訪問診療）,2045,2045年度（現状投影）,4476.245246527006
R7,21,岐阜県,2104,東濃,在宅（訪問診療）,2050,2050年度（現状投影）,4346.246685320693
R7,21,岐阜県,2104,東濃,外来,2024,2024年度,224910.83333333328
R7,21,岐阜県,2104,東濃,外来,2030,2030年度（現状投影）,213051.74080779156
R7,21,岐阜県,2104,東濃,外来,2035,2035年度（現状投影）,203390.23528557143
R7,21,岐阜県,2104,東濃,外来,2040,2040年度（現状投影）,192920.7414163043
R7,21,岐阜県,2104,東濃,外来,2045,2045年度（現状投影）,182183.60594141873
R7,21,岐阜県,2104,東濃,外来,2050,2050年度（現状投影）,171770.55485993656
R7,21,岐阜県,2105,飛騨,在宅（訪問診療）,2024,2024年度,1133.5
R7,21,岐阜県,2105,飛騨,在宅（訪問診療）,2030,2030年度（現状投影）,1202.0689020564876
R7,21,岐阜県,2105,飛騨,在宅（訪問診療）,2035,2035年度（現状投影）,1246.8823086321445
R7,21,岐阜県,2105,飛騨,在宅（訪問診療）,2040,2040年度（現状投影）,1278.2658646715313
R7,21,岐阜県,2105,飛騨,在宅（訪問診療）,2045,2045年度（現状投影）,1262.7961270259652
R7,21,岐阜県,2105,飛騨,在宅（訪問診療）,2050,2050年度（現状投影）,1189.1302114664866
R7,21,岐阜県,2105,飛騨,外来,2024,2024年度,83395.16666666666
R7,21,岐阜県,2105,飛騨,外来,2030,2030年度（現状投影）,75770.66551988978
R7,21,岐阜県,2105,飛騨,外来,2035,2035年度（現状投影）,70540.23683497639
R7,21,岐阜県,2105,飛騨,外来,2040,2040年度（現状投影）,65406.293617893185
R7,21,岐阜県,2105,飛騨,外来,2045,2045年度（現状投影）,60522.62936103269
R7,21,岐阜県,2105,飛騨,外来,2050,2050年度（現状投影）,55955.355899469054
R7,22,静岡県,2201,賀茂,在宅（訪問診療）,2024,2024年度,393.41666666666663
R7,22,静岡県,2201,賀茂,在宅（訪問診療）,2030,2030年度（現状投影）,430.2992581008934
R7,22,静岡県,2201,賀茂,在宅（訪問診療）,2035,2035年度（現状投影）,453.3946498161639
R7,22,静岡県,2201,賀茂,在宅（訪問診療）,2040,2040年度（現状投影）,454.7229864211291
R7,22,静岡県,2201,賀茂,在宅（訪問診療）,2045,2045年度（現状投影）,426.94669296806006
R7,22,静岡県,2201,賀茂,在宅（訪問診療）,2050,2050年度（現状投影）,377.93126824636596
R7,22,静岡県,2201,賀茂,外来,2024,2024年度,29902.583333333336
R7,22,静岡県,2201,賀茂,外来,2030,2030年度（現状投影）,26891.658278806834
R7,22,静岡県,2201,賀茂,外来,2035,2035年度（現状投影）,24471.602321141752
R7,22,静岡県,2201,賀茂,外来,2040,2040年度（現状投影）,21959.431617688984
R7,22,静岡県,2201,賀茂,外来,2045,2045年度（現状投影）,19586.03782259466
R7,22,静岡県,2201,賀茂,外来,2050,2050年度（現状投影）,17549.663751027863
R7,22,静岡県,2202,熱海伊東,在宅（訪問診療）,2024,2024年度,1637.1666666666665
R7,22,静岡県,2202,熱海伊東,在宅（訪問診療）,2030,2030年度（現状投影）,1924.3633695510796
R7,22,静岡県,2202,熱海伊東,在宅（訪問診療）,2035,2035年度（現状投影）,2103.4608002234118
R7,22,静岡県,2202,熱海伊東,在宅（訪問診療）,2040,2040年度（現状投影）,2181.541852861993
R7,22,静岡県,2202,熱海伊東,在宅（訪問診療）,2045,2045年度（現状投影）,2153.270733556411
R7,22,静岡県,2202,熱海伊東,在宅（訪問診療）,2050,2050年度（現状投影）,2021.559560433549
R7,22,静岡県,2202,熱海伊東,外来,2024,2024年度,71616.66666666666
R7,22,静岡県,2202,熱海伊東,外来,2030,2030年度（現状投影）,66650.28838683378
R7,22,静岡県,2202,熱海伊東,外来,2035,2035年度（現状投影）,62824.58491491393
R7,22,静岡県,2202,熱海伊東,外来,2040,2040年度（現状投影）,58923.57324841595
R7,22,静岡県,2202,熱海伊東,外来,2045,2045年度（現状投影）,55513.15975170225
R7,22,静岡県,2202,熱海伊東,外来,2050,2050年度（現状投影）,52350.34603433884
R7,22,静岡県,2203,駿東田方,在宅（訪問診療）,2024,2024年度,6415.833333333332
R7,22,静岡県,2203,駿東田方,在宅（訪問診療）,2030,2030年度（現状投影）,7624.67215946044
R7,22,静岡県,2203,駿東田方,在宅（訪問診療）,2035,2035年度（現状投影）,8352.869216883446
R7,22,静岡県,2203,駿東田方,在宅（訪問診療）,2040,2040年度（現状投影）,8845.601931542898
R7,22,静岡県,2203,駿東田方,在宅（訪問診療）,2045,2045年度（現状投影）,8966.664703039569
R7,22,静岡県,2203,駿東田方,在宅（訪問診療）,2050,2050年度（現状投影）,8804.956584456671
R7,22,静岡県,2203,駿東田方,外来,2024,2024年度,447729.3333333334
R7,22,静岡県,2203,駿東田方,外来,2030,2030年度（現状投影）,430933.32159577054
R7,22,静岡県,2203,駿東田方,外来,2035,2035年度（現状投影）,417391.03789917956
R7,22,静岡県,2203,駿東田方,外来,2040,2040年度（現状投影）,401968.30303109466
R7,22,静岡県,2203,駿東田方,外来,2045,2045年度（現状投影）,386380.4032955637
R7,22,静岡県,2203,駿東田方,外来,2050,2050年度（現状投影）,370278.0045757225
R7,22,静岡県,2204,富士,在宅（訪問診療）,2024,2024年度,3156
R7,22,静岡県,2204,富士,在宅（訪問診療）,2030,2030年度（現状投影）,3755.1353542507145
R7,22,静岡県,2204,富士,在宅（訪問診療）,2035,2035年度（現状投影）,4202.453938585979
R7,22,静岡県,2204,富士,在宅（訪問診療）,2040,2040年度（現状投影）,4552.241758887141
R7,22,静岡県,2204,富士,在宅（訪問診療）,2045,2045年度（現状投影）,4683.265513745568
R7,22,静岡県,2204,富士,在宅（訪問診療）,2050,2050年度（現状投影）,4634.913776220593
R7,22,静岡県,2204,富士,外来,2024,2024年度,256706.99999999994
R7,22,静岡県,2204,富士,外来,2030,2030年度（現状投影）,247763.62130946622
R7,22,静岡県,2204,富士,外来,2035,2035年度（現状投影）,241784.75025137336
R7,22,静岡県,2204,富士,外来,2040,2040年度（現状投影）,234418.86554756563
R7,22,静岡県,2204,富士,外来,2045,2045年度（現状投影）,226364.23093890963
R7,22,静岡県,2204,富士,外来,2050,2050年度（現状投影）,217810.4536943213
R7,22,静岡県,2205,静岡,在宅（訪問診療）,2024,2024年度,7567.916666666667
R7,22,静岡県,2205,静岡,在宅（訪問診療）,2030,2030年度（現状投影）,8778.970404554426
R7,22,静岡県,2205,静岡,在宅（訪問診療）,2035,2035年度（現状投影）,9543.362669898668
R7,22,静岡県,2205,静岡,在宅（訪問診療）,2040,2040年度（現状投影）,10026.380771584405
R7,22,静岡県,2205,静岡,在宅（訪問診療）,2045,2045年度（現状投影）,10103.113506171501
R7,22,静岡県,2205,静岡,在宅（訪問診療）,2050,2050年度（現状投影）,9884.731876960383
R7,22,静岡県,2205,静岡,外来,2024,2024年度,503803.1666666666
R7,22,静岡県,2205,静岡,外来,2030,2030年度（現状投影）,495358.9647547403
R7,22,静岡県,2205,静岡,外来,2035,2035年度（現状投影）,481176.1894514823
R7,22,静岡県,2205,静岡,外来,2040,2040年度（現状投影）,464901.2669986369
R7,22,静岡県,2205,静岡,外来,2045,2045年度（現状投影）,448860.16453476204
R7,22,静岡県,2205,静岡,外来,2050,2050年度（現状投影）,433676.3695631674
R7,22,静岡県,2206,志太榛原,在宅（訪問診療）,2024,2024年度,2809.9999999999995
R7,22,静岡県,2206,志太榛原,在宅（訪問診療）,2030,2030年度（現状投影）,3189.3898868142787
R7,22,静岡県,2206,志太榛原,在宅（訪問診療）,2035,2035年度（現状投影）,3485.428813597986
R7,22,静岡県,2206,志太榛原,在宅（訪問診療）,2040,2040年度（現状投影）,3730.9370667493295
R7,22,静岡県,2206,志太榛原,在宅（訪問診療）,2045,2045年度（現状投影）,3809.137960932044
R7,22,静岡県,2206,志太榛原,在宅（訪問診療）,2050,2050年度（現状投影）,3724.558368584623
R7,22,静岡県,2206,志太榛原,外来,2024,2024年度,302056.9166666666
R7,22,静岡県,2206,志太榛原,外来,2030,2030年度（現状投影）,292023.07803252
R7,22,静岡県,2206,志太榛原,外来,2035,2035年度（現状投影）,283688.7942763869
R7,22,静岡県,2206,志太榛原,外来,2040,2040年度（現状投影）,273661.1612162271
R7,22,静岡県,2206,志太榛原,外来,2045,2045年度（現状投影）,263180.57619432226
R7,22,静岡県,2206,志太榛原,外来,2050,2050年度（現状投影）,253170.02142833362
R7,22,静岡県,2207,中東遠,在宅（訪問診療）,2024,2024年度,2334.8333333333335
R7,22,静岡県,2207,中東遠,在宅（訪問診療）,2030,2030年度（現状投影）,2655.352437488277
R7,22,静岡県,2207,中東遠,在宅（訪問診療）,2035,2035年度（現状投影）,2945.3634718251715
R7,22,静岡県,2207,中東遠,在宅（訪問診療）,2040,2040年度（現状投影）,3237.5447416371003
R7,22,静岡県,2207,中東遠,在宅（訪問診療）,2045,2045年度（現状投影）,3390.0739549841537
R7,22,静岡県,2207,中東遠,在宅（訪問診療）,2050,2050年度（現状投影）,3356.5690632539804
R7,22,静岡県,2207,中東遠,外来,2024,2024年度,313111.25000000006
R7,22,静岡県,2207,中東遠,外来,2030,2030年度（現状投影）,309876.2476005078
R7,22,静岡県,2207,中東遠,外来,2035,2035年度（現状投影）,305216.3551479349
R7,22,静岡県,2207,中東遠,外来,2040,2040年度（現状投影）,298022.61383245693
R7,22,静岡県,2207,中東遠,外来,2045,2045年度（現状投影）,289450.54408218904
R7,22,静岡県,2207,中東遠,外来,2050,2050年度（現状投影）,281161.6862325492
R7,22,静岡県,2208,西部,在宅（訪問診療）,2024,2024年度,6249.75
R7,22,静岡県,2208,西部,在宅（訪問診療）,2030,2030年度（現状投影）,7325.998047101749
R7,22,静岡県,2208,西部,在宅（訪問診療）,2035,2035年度（現状投影）,8098.488216110423
R7,22,静岡県,2208,西部,在宅（訪問診療）,2040,2040年度（現状投影）,8774.53688323404
R7,22,静岡県,2208,西部,在宅（訪問診療）,2045,2045年度（現状投影）,9078.959692615572
R7,22,静岡県,2208,西部,在宅（訪問診療）,2050,2050年度（現状投影）,9059.479671771829
R7,22,静岡県,2208,西部,外来,2024,2024年度,631617.4166666666
R7,22,静岡県,2208,西部,外来,2030,2030年度（現状投影）,621485.9556301644
R7,22,静岡県,2208,西部,外来,2035,2035年度（現状投影）,611406.2720282617
R7,22,静岡県,2208,西部,外来,2040,2040年度（現状投影）,598273.209079044
R7,22,静岡県,2208,西部,外来,2045,2045年度（現状投影）,583594.7765138183
R7,22,静岡県,2208,西部,外来,2050,2050年度（現状投影）,568118.1576250854
R7,23,愛知県,2302,海部,在宅（訪問診療）,2024,2024年度,2329.75
R7,23,愛知県,2302,海部,在宅（訪問診療）,2030,2030年度（現状投影）,2847.4157704684294
R7,23,愛知県,2302,海部,在宅（訪問診療）,2035,2035年度（現状投影）,3158.188472945722
R7,23,愛知県,2302,海部,在宅（訪問診療）,2040,2040年度（現状投影）,3298.6680596831957
R7,23,愛知県,2302,海部,在宅（訪問診療）,2045,2045年度（現状投影）,3289.739314731012
R7,23,愛知県,2302,海部,在宅（訪問診療）,2050,2050年度（現状投影）,3256.6408121315485
R7,23,愛知県,2302,海部,外来,2024,2024年度,234004.00000000003
R7,23,愛知県,2302,海部,外来,2030,2030年度（現状投影）,225370.29784404702
R7,23,愛知県,2302,海部,外来,2035,2035年度（現状投影）,219626.0615569246
R7,23,愛知県,2302,海部,外来,2040,2040年度（現状投影）,214058.205086774
R7,23,愛知県,2302,海部,外来,2045,2045年度（現状投影）,209268.93508112183
R7,23,愛知県,2302,海部,外来,2050,2050年度（現状投影）,204255.5541468465
R7,23,愛知県,2304,尾張東部,在宅（訪問診療）,2024,2024年度,3368.2500000000005
R7,23,愛知県,2304,尾張東部,在宅（訪問診療）,2030,2030年度（現状投影）,4412.257809049306
R7,23,愛知県,2304,尾張東部,在宅（訪問診療）,2035,2035年度（現状投影）,5084.7059685716295
R7,23,愛知県,2304,尾張東部,在宅（訪問診療）,2040,2040年度（現状投影）,5554.474101031019
R7,23,愛知県,2304,尾張東部,在宅（訪問診療）,2045,2045年度（現状投影）,5769.237418171077
R7,23,愛知県,2304,尾張東部,在宅（訪問診療）,2050,2050年度（現状投影）,5822.351111895642
R7,23,愛知県,2304,尾張東部,外来,2024,2024年度,373994.5
R7,23,愛知県,2304,尾張東部,外来,2030,2030年度（現状投影）,376914.44519944675
R7,23,愛知県,2304,尾張東部,外来,2035,2035年度（現状投影）,375481.79839827225
R7,23,愛知県,2304,尾張東部,外来,2040,2040年度（現状投影）,373320.82646265556
R7,23,愛知県,2304,尾張東部,外来,2045,2045年度（現状投影）,371499.7617394549
R7,23,愛知県,2304,尾張東部,外来,2050,2050年度（現状投影）,368915.800273703
R7,23,愛知県,2305,尾張西部,在宅（訪問診療）,2024,2024年度,6574.083333333333
R7,23,愛知県,2305,尾張西部,在宅（訪問診療）,2030,2030年度（現状投影）,7966.027483183445
R7,23,愛知県,2305,尾張西部,在宅（訪問診療）,2035,2035年度（現状投影）,8722.306785008333
R7,23,愛知県,2305,尾張西部,在宅（訪問診療）,2040,2040年度（現状投影）,9101.121329512762
R7,23,愛知県,2305,尾張西部,在宅（訪問診療）,2045,2045年度（現状投影）,9126.878001206378
R7,23,愛知県,2305,尾張西部,在宅（訪問診療）,2050,2050年度（現状投影）,9192.712554387506
R7,23,愛知県,2305,尾張西部,外来,2024,2024年度,371579.33333333326
R7,23,愛知県,2305,尾張西部,外来,2030,2030年度（現状投影）,365014.77077044063
R7,23,愛知県,2305,尾張西部,外来,2035,2035年度（現状投影）,358824.6268120743
R7,23,愛知県,2305,尾張西部,外来,2040,2040年度（現状投影）,352646.92069870874
R7,23,愛知県,2305,尾張西部,外来,2045,2045年度（現状投影）,347230.918067841
R7,23,愛知県,2305,尾張西部,外来,2050,2050年度（現状投影）,341258.71237538214
R7,23,愛知県,2306,尾張北部,在宅（訪問診療）,2024,2024年度,7817.583333333335
R7,23,愛知県,2306,尾張北部,在宅（訪問診療）,2030,2030年度（現状投影）,9896.953788743835
R7,23,愛知県,2306,尾張北部,在宅（訪問診療）,2035,2035年度（現状投影）,11196.726684921625
R7,23,愛知県,2306,尾張北部,在宅（訪問診療）,2040,2040年度（現状投影）,11861.90986149788
R7,23,愛知県,2306,尾張北部,在宅（訪問診療）,2045,2045年度（現状投影）,11839.588853651127
R7,23,愛知県,2306,尾張北部,在宅（訪問診療）,2050,2050年度（現状投影）,11777.623458872396
R7,23,愛知県,2306,尾張北部,外来,2024,2024年度,501020.91666666657
R7,23,愛知県,2306,尾張北部,外来,2030,2030年度（現状投影）,497245.6942802297
R7,23,愛知県,2306,尾張北部,外来,2035,2035年度（現状投影）,488841.8581901508
R7,23,愛知県,2306,尾張北部,外来,2040,2040年度（現状投影）,479965.05473938776
R7,23,愛知県,2306,尾張北部,外来,2045,2045年度（現状投影）,472941.2114710911
R7,23,愛知県,2306,尾張北部,外来,2050,2050年度（現状投影）,466299.8604737275
R7,23,愛知県,2307,知多半島,在宅（訪問診療）,2024,2024年度,4617.083333333333
R7,23,愛知県,2307,知多半島,在宅（訪問診療）,2030,2030年度（現状投影）,5706.959370396717
R7,23,愛知県,2307,知多半島,在宅（訪問診療）,2035,2035年度（現状投影）,6432.522697489833
R7,23,愛知県,2307,知多半島,在宅（訪問診療）,2040,2040年度（現状投影）,6958.979046248959
R7,23,愛知県,2307,知多半島,在宅（訪問診療）,2045,2045年度（現状投影）,7108.588952547437
R7,23,愛知県,2307,知多半島,在宅（訪問診療）,2050,2050年度（現状投影）,7133.481224695612
R7,23,愛知県,2307,知多半島,外来,2024,2024年度,403589.3333333333
R7,23,愛知県,2307,知多半島,外来,2030,2030年度（現状投影）,403823.390517746
R7,23,愛知県,2307,知多半島,外来,2035,2035年度（現状投影）,401016.1107409552
R7,23,愛知県,2307,知多半島,外来,2040,2040年度（現状投影）,397727.6457554962
R7,23,愛知県,2307,知多半島,外来,2045,2045年度（現状投影）,394884.03328749794
R7,23,愛知県,2307,知多半島,外来,2050,2050年度（現状投影）,391885.11998923577
R7,23,愛知県,2308,西三河北部,在宅（訪問診療）,2024,2024年度,2748.000000000001
R7,23,愛知県,2308,西三河北部,在宅（訪問診療）,2030,2030年度（現状投影）,3344.3279942584923
R7,23,愛知県,2308,西三河北部,在宅（訪問診療）,2035,2035年度（現状投影）,3915.0341237208177
R7,23,愛知県,2308,西三河北部,在宅（訪問診療）,2040,2040年度（現状投影）,4330.4235747962075
R7,23,愛知県,2308,西三河北部,在宅（訪問診療）,2045,2045年度（現状投影）,4483.7687913012405
R7,23,愛知県,2308,西三河北部,在宅（訪問診療）,2050,2050年度（現状投影）,4534.012886947647
R7,23,愛知県,2308,西三河北部,外来,2024,2024年度,314418.1666666667
R7,23,愛知県,2308,西三河北部,外来,2030,2030年度（現状投影）,318083.6670728434
R7,23,愛知県,2308,西三河北部,外来,2035,2035年度（現状投影）,315939.04536149686
R7,23,愛知県,2308,西三河北部,外来,2040,2040年度（現状投影）,311910.09638539224
R7,23,愛知県,2308,西三河北部,外来,2045,2045年度（現状投影）,307621.4566711967
R7,23,愛知県,2308,西三河北部,外来,2050,2050年度（現状投影）,302681.26291709015
R7,23,愛知県,2309,西三河南部西,在宅（訪問診療）,2024,2024年度,4986.333333333334
